,charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
3256,UTF-8,VNJ6WPVDICKTPVX6ACFJVXFYRDNFRBLN,crawl-data/CC-MAIN-2019-13/segments/1552912201953.19/warc/CC-MAIN-20190319093341-20190319115341-00247.warc.gz,eng,46296,text/html,text/html,718716007,200,20190319094957,https://www.bicycling.com/health-nutrition/g20030139/5-frozen-treats-for-athletes/,"com,bicycling)/health-nutrition/g20030139/5-frozen-treats-for-athletes"
3257,UTF-8,VDYYU6ERNXQ3Z2BYQ3AWR64NA73YSV76,crawl-data/CC-MAIN-2019-13/segments/1552912202450.86/warc/CC-MAIN-20190320190324-20190320212041-00058.warc.gz,eng,47575,text/html,text/html,696612958,200,20190320191114,https://www.bicycling.com/health-nutrition/g20031069/best-energy-bars-for-every-diet/,"com,bicycling)/health-nutrition/g20031069/best-energy-bars-for-every-diet"
3258,UTF-8,QBSBPUYZZUETBZYP42Z2VZ5GCSGBA4FF,crawl-data/CC-MAIN-2019-13/segments/1552912201953.19/warc/CC-MAIN-20190319093341-20190319115341-00461.warc.gz,eng,50212,text/html,text/html,723089421,200,20190319102253,https://www.bicycling.com/health-nutrition/g20031855/nutrition-8/,"com,bicycling)/health-nutrition/g20031855/nutrition-8"
3259,UTF-8,3T5PY6LW3EH6KAVETXCNNUU32Z6QBRXA,crawl-data/CC-MAIN-2019-13/segments/1552912202572.7/warc/CC-MAIN-20190321213516-20190321235516-00338.warc.gz,eng,44258,text/html,text/html,705064843,200,20190321214343,https://www.bicycling.com/health-nutrition/g20033150/6-mistakes-youre-making-with-your-oatmeal/,"com,bicycling)/health-nutrition/g20033150/6-mistakes-youre-making-with-your-oatmeal"
3260,UTF-8,GLJJE53FYII3JLBFIBDLUXFOC4FWLSYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202506.45/warc/CC-MAIN-20190321072128-20190321094128-00539.warc.gz,eng,44849,text/html,text/html,710227515,200,20190321073808,https://www.bicycling.com/health-nutrition/g20034117/5-bedtime-beverages-that-can-help-you-lose-weight/,"com,bicycling)/health-nutrition/g20034117/5-bedtime-beverages-that-can-help-you-lose-weight"
3261,UTF-8,GUZBCT652YZSSD5XX5RPENYSE25DRPVZ,crawl-data/CC-MAIN-2019-13/segments/1552912203464.67/warc/CC-MAIN-20190324165854-20190324191854-00044.warc.gz,eng,45882,text/html,text/html,691283223,200,20190324171144,https://www.bicycling.com/health-nutrition/g20035870/best-energy-bars-for-every-ride/,"com,bicycling)/health-nutrition/g20035870/best-energy-bars-for-every-ride"
3262,UTF-8,7JKJCJHZURSTENIEC2Y6W3F5Q5C6MXI7,crawl-data/CC-MAIN-2019-13/segments/1552912204969.39/warc/CC-MAIN-20190326095131-20190326121131-00404.warc.gz,eng,47312,text/html,text/html,698749945,200,20190326102638,https://www.bicycling.com/health-nutrition/g20037543/i-tried-eating-6-meals-a-day-and-here-s-what-happened/,"com,bicycling)/health-nutrition/g20037543/i-tried-eating-6-meals-a-day-and-here-s-what-happened"
3263,UTF-8,OA5NPKRWZN6SYKLD2RAY2XLBYCCLPY7P,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/warc/CC-MAIN-20190320230554-20190321012554-00269.warc.gz,eng,45423,text/html,text/html,690576260,200,20190320231558,https://www.bicycling.com/health-nutrition/g20041632/healthy-snack-balls/,"com,bicycling)/health-nutrition/g20041632/healthy-snack-balls"
3264,UTF-8,PYLCSCM23YLOFVJJXDYPWHM73ZBDS3WN,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/warc/CC-MAIN-20190318132220-20190318154220-00122.warc.gz,eng,44357,text/html,text/html,712099026,200,20190318140213,https://www.bicycling.com/health-nutrition/g20041974/surprising-sources-of-caffeine/,"com,bicycling)/health-nutrition/g20041974/surprising-sources-of-caffeine"
3265,UTF-8,ETPGUIMSSLZMVMPBSI3FPIXYSAJF2TI2,crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/warc/CC-MAIN-20190322014319-20190322040319-00516.warc.gz,eng,50348,text/html,text/html,699841083,200,20190322024106,https://www.bicycling.com/health-nutrition/g20042844/11-tasty-summer-beers-for-post-ride-recovery/,"com,bicycling)/health-nutrition/g20042844/11-tasty-summer-beers-for-post-ride-recovery"
3266,UTF-8,MHNLTQQFLZUNERXTDQLHGQ2HZANDMSKD,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00425.warc.gz,eng,43026,text/html,text/html,692726485,200,20190321174505,https://www.bicycling.com/health-nutrition/g20043345/no-whey-snacks-without-whey-protein/,"com,bicycling)/health-nutrition/g20043345/no-whey-snacks-without-whey-protein"
3267,UTF-8,GPVIY4KP42F775LCMU3VKSBEOAJ526IP,crawl-data/CC-MAIN-2019-13/segments/1552912201953.19/warc/CC-MAIN-20190319093341-20190319115341-00343.warc.gz,eng,47732,text/html,text/html,718525129,200,20190319094659,https://www.bicycling.com/health-nutrition/g20046588/10-healthy-chips-for-cyclists/,"com,bicycling)/health-nutrition/g20046588/10-healthy-chips-for-cyclists"
3268,UTF-8,3X2PU3F5A3SENMXAWWXNRBHZDWKD6PFG,crawl-data/CC-MAIN-2019-13/segments/1552912202450.86/warc/CC-MAIN-20190320190324-20190320212324-00305.warc.gz,eng,43190,text/html,text/html,696454312,200,20190320192736,https://www.bicycling.com/health-nutrition/g20048496/improve-your-fuel-with-these-5-clean-food-swaps/,"com,bicycling)/health-nutrition/g20048496/improve-your-fuel-with-these-5-clean-food-swaps"
3269,UTF-8,G3EFM7NKLNCP5JH7OX4CZHQEZL35EUU4,crawl-data/CC-MAIN-2019-13/segments/1552912204461.23/warc/CC-MAIN-20190325214331-20190326000331-00305.warc.gz,eng,43177,text/html,text/html,684055107,200,20190325221715,https://www.bicycling.com/health-nutrition/g20048496/improve-your-fuel-with-these-5-clean-food-swaps/,"com,bicycling)/health-nutrition/g20048496/improve-your-fuel-with-these-5-clean-food-swaps"
3270,UTF-8,I7N72LN2TSIBYUQDWMMHAW3KRF26PM5W,crawl-data/CC-MAIN-2019-13/segments/1552912201953.19/warc/CC-MAIN-20190319093341-20190319115341-00193.warc.gz,eng,46014,text/html,text/html,674520611,200,20190319102653,https://www.bicycling.com/health-nutrition/g20048577/9-wonderfully-delicious-rides-you-gotta-experience/,"com,bicycling)/health-nutrition/g20048577/9-wonderfully-delicious-rides-you-gotta-experience"
3271,UTF-8,GVMU3MROFKKY2FQZXHYJGGS3E6AUVDZD,crawl-data/CC-MAIN-2019-13/segments/1552912202471.4/warc/CC-MAIN-20190320210433-20190320231938-00028.warc.gz,eng,44547,text/html,text/html,709435999,200,20190320211051,https://www.bicycling.com/health-nutrition/g20050615/9-of-our-favorite-bike-themed-beers/,"com,bicycling)/health-nutrition/g20050615/9-of-our-favorite-bike-themed-beers"
3272,UTF-8,XGHERQ5X4P5RABNTV5RIWPB3I6HXXNKW,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00193.warc.gz,eng,50262,text/html,text/html,714377223,200,20190321184103,https://www.bicycling.com/health-nutrition/g21268392/best-foods-before-workout/,"com,bicycling)/health-nutrition/g21268392/best-foods-before-workout"
3273,UTF-8,56CCJBU6F4SJLT74PQ7GI7BD7IAEXXLY,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/warc/CC-MAIN-20190318132220-20190318154220-00189.warc.gz,eng,50615,text/html,text/html,718286789,200,20190318133927,https://www.bicycling.com/health-nutrition/g21728293/products-to-snack-on/,"com,bicycling)/health-nutrition/g21728293/products-to-snack-on"
3274,UTF-8,A5POCEI4R3HXU6SYBEIAZ7MAKXGO42D7,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/warc/CC-MAIN-20190318132220-20190318154220-00445.warc.gz,eng,53158,text/html,text/html,703288001,200,20190318133137,https://www.bicycling.com/health-nutrition/g21932714/high-protein-snacks/,"com,bicycling)/health-nutrition/g21932714/high-protein-snacks"
3275,UTF-8,FREJ5QQ6RBTGNBMSVLNXVUTA4HNHCPV2,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/warc/CC-MAIN-20190318132220-20190318154220-00536.warc.gz,eng,57164,text/html,text/html,714579784,200,20190318140331,https://www.bicycling.com/health-nutrition/g22019919/cheap-healthy-foods/,"com,bicycling)/health-nutrition/g22019919/cheap-healthy-foods"
3276,UTF-8,JYYZESLKQF5QEODKPCFA3JHOL2RLO4HE,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/warc/CC-MAIN-20190325174034-20190325200034-00131.warc.gz,eng,43131,text/html,text/html,692409437,200,20190325182242,https://www.bicycling.com/health-nutrition/g22091366/morning-yoga-moves/,"com,bicycling)/health-nutrition/g22091366/morning-yoga-moves"
3277,UTF-8,W3WVYXVXT3LM6WTUH4XX4HET5V426EUA,crawl-data/CC-MAIN-2019-13/segments/1552912202628.42/warc/CC-MAIN-20190322034516-20190322060516-00029.warc.gz,eng,56258,text/html,text/html,713006505,200,20190322040132,https://www.bicycling.com/health-nutrition/g22790396/healthiest-items-at-trader-joes/,"com,bicycling)/health-nutrition/g22790396/healthiest-items-at-trader-joes"
3278,UTF-8,S52SVW5YV7W5OJUAVYA2WWXEB6CPNCJB,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/warc/CC-MAIN-20190325174034-20190325200034-00252.warc.gz,eng,56056,text/html,text/html,703911090,200,20190325183724,https://www.bicycling.com/health-nutrition/g22839333/egg-recipes-for-breakfast/,"com,bicycling)/health-nutrition/g22839333/egg-recipes-for-breakfast"
3279,UTF-8,GP5PDNCRGQXGR6NMOQMJC6FUJCZHERGZ,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00520.warc.gz,eng,45698,text/html,text/html,715249864,200,20190324023421,https://www.bicycling.com/health-nutrition/g22873401/best-health-and-fitness-apps-every-healthy-person-needs/,"com,bicycling)/health-nutrition/g22873401/best-health-and-fitness-apps-every-healthy-person-needs"
3280,UTF-8,J5RBEWYKMDW46QVCK3364DDUIKEHZWFP,crawl-data/CC-MAIN-2019-13/segments/1552912203547.62/warc/CC-MAIN-20190325010547-20190325032547-00389.warc.gz,eng,56682,text/html,text/html,690228295,200,20190325022458,https://www.bicycling.com/health-nutrition/g22885077/workout-habits-that-stick/,"com,bicycling)/health-nutrition/g22885077/workout-habits-that-stick"
3281,UTF-8,W3EEMVMFATUKNAV35OX3LXKMMCAILUUC,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00055.warc.gz,eng,50261,text/html,text/html,667832973,200,20190324010338,https://www.bicycling.com/health-nutrition/g23013152/autumn-fuel-for-cyclists/,"com,bicycling)/health-nutrition/g23013152/autumn-fuel-for-cyclists"
3282,UTF-8,7A3QINL7OVQQAEA5C5KOKU5CZOUYRDS4,crawl-data/CC-MAIN-2019-13/segments/1552912204768.52/warc/CC-MAIN-20190326014605-20190326040605-00043.warc.gz,eng,47357,text/html,text/html,684423910,200,20190326020955,https://www.bicycling.com/health-nutrition/g23115256/nutrient-rich-fall-foods-you-should-try/,"com,bicycling)/health-nutrition/g23115256/nutrient-rich-fall-foods-you-should-try"
3283,UTF-8,OYDVKVSP4G3YLYFE66EUXBBIYR4R2DCB,crawl-data/CC-MAIN-2019-13/segments/1552912203464.67/warc/CC-MAIN-20190324165854-20190324191854-00246.warc.gz,eng,62687,text/html,text/html,703823892,200,20190324173735,https://www.bicycling.com/health-nutrition/g23301065/healthiest-items-at-whole-foods/,"com,bicycling)/health-nutrition/g23301065/healthiest-items-at-whole-foods"
3284,UTF-8,P6UZWFVFL4A5NWJ632LTCNHKJWMVKPUP,crawl-data/CC-MAIN-2019-13/segments/1552912203529.38/warc/CC-MAIN-20190324230359-20190325012359-00247.warc.gz,eng,59062,text/html,text/html,691155218,200,20190325000451,https://www.bicycling.com/health-nutrition/g23316503/live-to-100/,"com,bicycling)/health-nutrition/g23316503/live-to-100"
3285,UTF-8,SLSFLNM654QE37BZUGMPY2I5QPEF7WZD,crawl-data/CC-MAIN-2019-13/segments/1552912202299.16/warc/CC-MAIN-20190320044358-20190320070358-00501.warc.gz,eng,46589,text/html,text/html,697396429,200,20190320054456,https://www.bicycling.com/health-nutrition/g23594813/exercises-to-fix-bad-posture-caused-by-texting/,"com,bicycling)/health-nutrition/g23594813/exercises-to-fix-bad-posture-caused-by-texting"
3286,UTF-8,XMISA4FGQPTSU3GMJP2LQ6S2WPAHIFDT,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00217.warc.gz,eng,49425,text/html,text/html,702871284,200,20190324004405,https://www.bicycling.com/health-nutrition/g24061557/breakfasts-with-protein-you-should-try/,"com,bicycling)/health-nutrition/g24061557/breakfasts-with-protein-you-should-try"
3287,UTF-8,MSZ7SDMVHTFH6UUQRVU426QMTWGK4YZN,crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/warc/CC-MAIN-20190322014319-20190322040319-00364.warc.gz,eng,45604,text/html,text/html,718869264,200,20190322021146,https://www.bicycling.com/health-nutrition/g24231563/signs-not-eating-enough-protein/,"com,bicycling)/health-nutrition/g24231563/signs-not-eating-enough-protein"
3288,UTF-8,4XZVALFHP2Q7WXJPOSZADVXSYSDACYZO,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00137.warc.gz,eng,63109,text/html,text/html,725744127,200,20190321183657,https://www.bicycling.com/health-nutrition/g24279165/best-biking-snacks/,"com,bicycling)/health-nutrition/g24279165/best-biking-snacks"
3289,UTF-8,EA4SIG6CN5UVORMBMCT65R3TOVUC5AWV,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00053.warc.gz,eng,63742,text/html,text/html,679965410,200,20190321174117,https://www.bicycling.com/health-nutrition/g24433389/drugstore-products-to-buy/,"com,bicycling)/health-nutrition/g24433389/drugstore-products-to-buy"
3290,UTF-8,GMDLUKFED54RVK4JTONQ4H4ZBMADOTUZ,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00486.warc.gz,eng,46257,text/html,text/html,689987871,200,20190324003632,https://www.bicycling.com/health-nutrition/g24510570/energy-boosting-foods-better-than-coffee/,"com,bicycling)/health-nutrition/g24510570/energy-boosting-foods-better-than-coffee"
3291,UTF-8,IBENRQWJXGVJ5SZKOX666EH267DOPJKB,crawl-data/CC-MAIN-2019-13/segments/1552912202299.16/warc/CC-MAIN-20190320044358-20190320070358-00196.warc.gz,eng,60375,text/html,text/html,711246305,200,20190320052240,https://www.bicycling.com/health-nutrition/g25009328/healthy-items-at-wegmans/,"com,bicycling)/health-nutrition/g25009328/healthy-items-at-wegmans"
3292,UTF-8,N6Q3XLESNMAZ6LMBMQJBQP6Z2MILH6AB,crawl-data/CC-MAIN-2019-13/segments/1552912202299.16/warc/CC-MAIN-20190320044358-20190320070358-00370.warc.gz,eng,61249,text/html,text/html,706039577,200,20190320044911,https://www.bicycling.com/health-nutrition/g25092777/amazon-kitchen-gadgets/,"com,bicycling)/health-nutrition/g25092777/amazon-kitchen-gadgets"
3293,UTF-8,EBTX6ONWRVMDOUBOHW4NUAZW3OXTODKY,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/warc/CC-MAIN-20190318132220-20190318154220-00525.warc.gz,eng,51887,text/html,text/html,699842756,200,20190318132909,https://www.bicycling.com/health-nutrition/g25239584/delicious-stout-beers/,"com,bicycling)/health-nutrition/g25239584/delicious-stout-beers"
3294,UTF-8,GS3WHIK4T3KEKVW2CE5ZAPNEXWA3BY3Y,crawl-data/CC-MAIN-2019-13/segments/1552912202299.16/warc/CC-MAIN-20190320044358-20190320070358-00524.warc.gz,eng,51433,text/html,text/html,685086916,200,20190320044928,https://www.bicycling.com/health-nutrition/g25336583/best-yoga-gifts/,"com,bicycling)/health-nutrition/g25336583/best-yoga-gifts"
3295,UTF-8,SJU2BGK76QV2RC6ZCUBDITSMD6MXKBNM,crawl-data/CC-MAIN-2019-13/segments/1552912204461.23/warc/CC-MAIN-20190325214331-20190326000331-00505.warc.gz,eng,48580,text/html,text/html,675183309,200,20190325220050,https://www.bicycling.com/health-nutrition/g25438965/anti-bloating-foods/,"com,bicycling)/health-nutrition/g25438965/anti-bloating-foods"
3296,UTF-8,E4TRE23YJOM6DTZGWNR4AKA56ELXHDYT,crawl-data/CC-MAIN-2019-13/segments/1552912204461.23/warc/CC-MAIN-20190325214331-20190326000331-00182.warc.gz,eng,57037,text/html,text/html,730535916,200,20190325222716,https://www.bicycling.com/health-nutrition/g25459856/healthy-carbs-for-cyclists/,"com,bicycling)/health-nutrition/g25459856/healthy-carbs-for-cyclists"
3297,UTF-8,I36EBMYENLQUDON66RE427UYUTDVD25P,crawl-data/CC-MAIN-2019-13/segments/1552912204461.23/warc/CC-MAIN-20190325214331-20190326000331-00303.warc.gz,eng,58877,text/html,text/html,704600972,200,20190325224455,https://www.bicycling.com/health-nutrition/g25629550/quick-weight-loss-tips/,"com,bicycling)/health-nutrition/g25629550/quick-weight-loss-tips"
3298,UTF-8,CENSXTRHAGX4SEPSDR4E5PSJ32CXGFSD,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00307.warc.gz,eng,47371,text/html,text/html,714029315,200,20190321183638,https://www.bicycling.com/health-nutrition/g25644365/healthy-sweet-snacks/,"com,bicycling)/health-nutrition/g25644365/healthy-sweet-snacks"
3299,UTF-8,FXW5XYCOR557CNP4H5SRRSXEFAIC7LDE,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00344.warc.gz,eng,50876,text/html,text/html,706839083,200,20190324003515,https://www.bicycling.com/health-nutrition/g25645355/best-meal-prep-containers/,"com,bicycling)/health-nutrition/g25645355/best-meal-prep-containers"
3300,UTF-8,C5YKJFKNCEBI2PYRAL4JLWEY77GI6MXC,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00117.warc.gz,eng,51463,text/html,text/html,711228085,200,20190324003239,https://www.bicycling.com/health-nutrition/g25667612/foam-roller-exercises/,"com,bicycling)/health-nutrition/g25667612/foam-roller-exercises"
3301,UTF-8,HYQKSCS2LSDM34E4RI5WUCQMTMYIZFZS,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00058.warc.gz,eng,52688,text/html,text/html,685323102,200,20190324034234,https://www.bicycling.com/health-nutrition/g25856949/high-protein-smoothies/,"com,bicycling)/health-nutrition/g25856949/high-protein-smoothies"
3302,UTF-8,OPSCVGWOTULAAOXZ4ST5JYOANUKDH5LM,crawl-data/CC-MAIN-2019-13/segments/1552912204768.52/warc/CC-MAIN-20190326014605-20190326040605-00248.warc.gz,eng,45013,text/html,text/html,673479605,200,20190326015405,https://www.bicycling.com/health-nutrition/g26364070/dark-chocolate-benefits-workout/,"com,bicycling)/health-nutrition/g26364070/dark-chocolate-benefits-workout"
3303,UTF-8,LU63S7F5RHXLKKKBEKQ5YLZWYF6ZVJEF,crawl-data/CC-MAIN-2019-13/segments/1552912204969.39/warc/CC-MAIN-20190326095131-20190326121131-00424.warc.gz,eng,52733,text/html,text/html,685872731,200,20190326102438,https://www.bicycling.com/health-nutrition/g26468132/recipes-with-rotisserie-chicken/,"com,bicycling)/health-nutrition/g26468132/recipes-with-rotisserie-chicken"
3304,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/crawldiagnostics/CC-MAIN-20190325174034-20190325200034-00123.warc.gz,,608,unk,text/html,8220023,301,20190325184444,"http://www.bicycling.com/home/0,6608,,00.html?location=_*topnav*","com,bicycling)/home/0,6608,,00.html?location=_*topnav*"
3305,,WOENSZZU2GY2KTJLPJ7S7HZKGQKLP3KZ,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/crawldiagnostics/CC-MAIN-20190325174034-20190325200034-00044.warc.gz,,25110,text/html,text/html,22256341,404,20190325184444,"https://www.bicycling.com/home/0,6608,,00.html?location=_*topnav*","com,bicycling)/home/0,6608,,00.html?location=_*topnav*"
3306,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/crawldiagnostics/CC-MAIN-20190320230554-20190321012554-00279.warc.gz,,610,unk,text/html,8013567,301,20190320232532,"http://www.bicycling.com/home/0,6608,,00.html?location=_topnav","com,bicycling)/home/0,6608,,00.html?location=_topnav"
3307,,E2CNMJFCFY2ESN2NP6Z2IK7YSFQJBQL3,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/crawldiagnostics/CC-MAIN-20190320230554-20190321012554-00088.warc.gz,,25116,text/html,text/html,22396146,404,20190320232532,"https://www.bicycling.com/home/0,6608,,00.html?location=_topnav","com,bicycling)/home/0,6608,,00.html?location=_topnav"
3308,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202450.86/crawldiagnostics/CC-MAIN-20190320190324-20190320212324-00254.warc.gz,,606,unk,application/octet-stream,7814054,301,20190320192534,http://www.bicycling.com/improve-your-skills-cts-field-test,"com,bicycling)/improve-your-skills-cts-field-test"
3309,,E2CNMJFCFY2ESN2NP6Z2IK7YSFQJBQL3,crawl-data/CC-MAIN-2019-13/segments/1552912202450.86/crawldiagnostics/CC-MAIN-20190320190324-20190320212324-00509.warc.gz,,25112,text/html,text/html,22483123,404,20190320192534,https://www.bicycling.com/improve-your-skills-cts-field-test,"com,bicycling)/improve-your-skills-cts-field-test"
3310,UTF-8,JG646RNHC6E5PQLC2REHXSDWLYX56ZQI,crawl-data/CC-MAIN-2019-13/segments/1552912203464.67/warc/CC-MAIN-20190324165854-20190324191854-00004.warc.gz,eng,39084,text/html,text/html,693123315,200,20190324171024,https://www.bicycling.com/interval-training/,"com,bicycling)/interval-training"
3311,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912203529.38/crawldiagnostics/CC-MAIN-20190324230359-20190325012359-00260.warc.gz,,715,text/html,text/html,23723163,301,20190324231237,https://www.bicycling.com/maintenance/bicycle-maintenance/30-day-bike-maintenance/,"com,bicycling)/maintenance/bicycle-maintenance/30-day-bike-maintenance"
3312,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/crawldiagnostics/CC-MAIN-20190322014319-20190322040319-00204.warc.gz,,722,text/html,text/html,23558840,301,20190322024424,https://www.bicycling.com/maintenance/bicycle-maintenance/ask-mike-pedal-noises-tires-cables/,"com,bicycling)/maintenance/bicycle-maintenance/ask-mike-pedal-noises-tires-cables"
3313,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/crawldiagnostics/CC-MAIN-20190321152638-20190321174638-00279.warc.gz,,710,text/html,text/html,23775959,301,20190321161501,https://www.bicycling.com/maintenance/bicycle-maintenance/how-maintain-disc-brakes/,"com,bicycling)/maintenance/bicycle-maintenance/how-maintain-disc-brakes"
3314,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912204768.52/crawldiagnostics/CC-MAIN-20190326014605-20190326040605-00134.warc.gz,,611,unk,application/octet-stream,7949660,301,20190326015755,http://www.bicycling.com/maintenance/bicycle-maintenance/how-maintain-rim-brakes,"com,bicycling)/maintenance/bicycle-maintenance/how-maintain-rim-brakes"
3315,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912204768.52/crawldiagnostics/CC-MAIN-20190326014605-20190326040605-00087.warc.gz,,717,text/html,text/html,23311884,301,20190326015755,https://www.bicycling.com/maintenance/bicycle-maintenance/how-maintain-rim-brakes,"com,bicycling)/maintenance/bicycle-maintenance/how-maintain-rim-brakes"
3316,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/crawldiagnostics/CC-MAIN-20190325174034-20190325200034-00550.warc.gz,,721,text/html,text/html,23162867,301,20190325175654,https://www.bicycling.com/maintenance/bicycle-maintenance/hydraulic-disc-brakes/,"com,bicycling)/maintenance/bicycle-maintenance/hydraulic-disc-brakes"
3317,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/crawldiagnostics/CC-MAIN-20190320230554-20190321012554-00205.warc.gz,,716,text/html,text/html,24186190,301,20190320233132,https://www.bicycling.com/maintenance/bicycle-maintenance/maintain-your-front-derailleur/,"com,bicycling)/maintenance/bicycle-maintenance/maintain-your-front-derailleur"
3318,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912201882.11/crawldiagnostics/CC-MAIN-20190319012213-20190319034213-00520.warc.gz,,703,text/html,text/html,23023089,301,20190319020207,https://www.bicycling.com/maintenance/bicycle-maintenance/repair-reuse-recycle/,"com,bicycling)/maintenance/bicycle-maintenance/repair-reuse-recycle"
3319,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/crawldiagnostics/CC-MAIN-20190320230554-20190321012554-00129.warc.gz,,699,text/html,text/html,22496698,301,20190320232744,https://www.bicycling.com/maintenance/bicycle-repair/bike-repair-pedals/,"com,bicycling)/maintenance/bicycle-repair/bike-repair-pedals"
3320,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912203529.38/crawldiagnostics/CC-MAIN-20190324230359-20190325012359-00183.warc.gz,,706,text/html,text/html,23370017,301,20190324232031,https://www.bicycling.com/maintenance/bicycle-repair/headset-headaches/,"com,bicycling)/maintenance/bicycle-repair/headset-headaches"
3321,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/crawldiagnostics/CC-MAIN-20190321152638-20190321174638-00214.warc.gz,,704,text/html,text/html,22206684,301,20190321154558,https://www.bicycling.com/maintenance/bicycle-repair/truing-wheels/,"com,bicycling)/maintenance/bicycle-repair/truing-wheels"
3322,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/crawldiagnostics/CC-MAIN-20190321152638-20190321174638-00037.warc.gz,,713,text/html,text/html,24857149,301,20190321161005,https://www.bicycling.com/maintenance/bicycle-repair/your-simple-tune/,"com,bicycling)/maintenance/bicycle-repair/your-simple-tune"
3323,,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,crawl-data/CC-MAIN-2019-13/segments/1552912201329.40/crawldiagnostics/CC-MAIN-20190318132220-20190318154220-00543.warc.gz,,659,unk,application/octet-stream,8138941,301,20190318133933,http://www.bicycling.com/maintenance/bicycle-repair/your-simple-tune?cid=soc_BICYCLING%20magazine%20-%20bicyclingmag_FBPAGE_Bicycling__,"com,bicycling)/maintenance/bicycle-repair/your-simple-tune?cid=soc_bicycling%20magazine%20-%20bicyclingmag_fbpage_bicycling__"
